YEAR	MONTH	POS	PKG_SA	MER_AGN	x	ONLINE_OFFLN_IND	DEST_AIRPT_IATA_REGN_NAME	DOM_INTL_IND	REV_ADJ_FACTR_%	REV_ADJ_FACTR_UNIT	COS_ADJ_FACTR_%	COS_ADJ_FACTR_UNIT	VCOS_ADJ_FACTR_%	VCOS_ADJ_FACTR_UNIT	MESOLOY_ADJ_FACTR_%	MESOLOY_ADJ_FACTR_UNIT	MESO_ADJ_FACTR_%	MESO_ADJ_FACTR_UNIT	LOYALTY_ADJ_FACTR_%	LOYALTY_ADJ_FACTR_UNIT	OTHER_ADJ_FACTR_%	OTHER_ADJ_FACTR_UNIT	BEC_ADJ_FACTR_UNIT
2017	10	Ebookers CH	Package	Merchant	Car	Online	NA	NA	0.007927	0	0	0	0.001278	0	0.001278	0	0.002546	0	-0.001269	0	0.00665	0	0
2017	10	Ebookers CH	Package	Merchant	DestSvc	Offline	NA	NA	0.003134	0	0.012144	0	0.001278	0	0.001278	0	0.002546	0	-0.001269	0	0.001856	0	0
2017	10	Ebookers CH	Package	Merchant	DestSvc	Online	NA	NA	0.003134	0	0.012144	0	0.001278	0	0.001278	0	0.002546	0	-0.001269	0	0.001856	0	0
2017	10	Ebookers CH	Package	Merchant	Insurance	Offline	NA	NA	0.002326	0	0.010725	0	0.002546	0	0.002546	0	0.002546	0	0	0	-0.000221	0	0
2017	10	Ebookers CH	Package	Merchant	Insurance	Online	NA	NA	0.002326	0	0.010725	0	0.002546	0	0.002546	0	0.002546	0	0	0	-0.000221	0	0
2017	10	Ebookers CH	Package	Merchant	Lodging	Offline	NA	NA	0.004576	0	0.012277	0	0.001278	0	0.001278	0	0.002546	0	-0.001269	0	0.001549	0	0
2017	10	Ebookers CH	Package	Merchant	Lodging	Online	NA	NA	0.004576	0	0.012277	0	0.001278	0	0.001278	0	0.002546	0	-0.001269	0	0.001549	0	0
2017	10	Ebookers CH	Standalone	Agency	Car	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	10	Ebookers CH	Standalone	Agency	Car	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	10	Ebookers CH	Standalone	Agency	Cruise	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	10	Ebookers CH	Standalone	Agency	Cruise	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	10	Ebookers CH	Standalone	Agency	Lodging	Offline	NA	NA	0	0	0.007165	0	0.001469	0	0.001469	0	0.002728	0	-0.001259	0	0	0	0
2017	10	Ebookers CH	Standalone	Agency	Lodging	Online	NA	NA	0	0	0.007165	0	0.001469	0	0.001469	0	0.002728	0	-0.001259	0	0	0	0
2017	10	Ebookers CH	Standalone	Direct Agency	Lodging	Offline	NA	NA	0.002544	0	0.007165	0	0.001469	0	0.001469	0	0.002728	0	-0.001259	0	0.001075	0	0
2017	10	Ebookers CH	Standalone	Direct Agency	Lodging	Online	NA	NA	0.002544	0	0.007165	0	0.001469	0	0.001469	0	0.002728	0	-0.001259	0	0.001075	0	0
2017	10	Ebookers CH	Standalone	Merchant	Car	Offline	NA	NA	0.050371	0	0.026003	0	-0.000629	0	-0.000629	0	0.000807	0	-0.001436	0	0.051	0	0
2017	10	Ebookers CH	Standalone	Merchant	Car	Online	NA	NA	0.050371	0	0.026003	0	-0.000629	0	-0.000629	0	0.000807	0	-0.001436	0	0.051	0	0
2017	10	Ebookers CH	Standalone	Merchant	DestSvc	Offline	NA	NA	-0.045274	0	0.07428	0	-0.00064	0	-0.00064	0	0	0	-0.00064	0	-0.044635	0	0
2017	10	Ebookers CH	Standalone	Merchant	DestSvc	Online	NA	NA	-0.045274	0	0.07428	0	-0.00064	0	-0.00064	0	0	0	-0.00064	0	-0.044635	0	0
2017	10	Ebookers CH	Standalone	Merchant	Insurance	Offline	NA	NA	-0.001019	0	0.022839	0	-0.000783	0	-0.000783	0	0	0	-0.000783	0	-0.000236	0	0
2017	10	Ebookers CH	Standalone	Merchant	Insurance	Online	NA	NA	-0.001019	0	0.022839	0	-0.000783	0	-0.000783	0	0	0	-0.000783	0	-0.000236	0	0
2017	10	Ebookers CH	Standalone	Merchant	Lodging	Offline	NA	NA	0.014243	0	0.009508	0	0.001469	0	0.001469	0	0.002728	0	-0.001259	0	0.011978	0	0
2017	10	Ebookers CH	Standalone	Merchant	Lodging	Online	NA	NA	0.014243	0	0.009508	0	0.001469	0	0.001469	0	0.002728	0	-0.001259	0	0.011978	0	0
2017	11	Ebookers CH	Package	Merchant	Car	Offline	NA	NA	0.007927	0	0.001838	0	0.001278	0	0.001278	0	0.002546	0	-0.001269	0	0.00665	0	0
2017	11	Ebookers CH	Package	Merchant	Car	Online	NA	NA	0.007927	0	0.001838	0	0.001278	0	0.001278	0	0.002546	0	-0.001269	0	0.00665	0	0
2017	11	Ebookers CH	Package	Merchant	DestSvc	Offline	NA	NA	0.00312	0	0.013697	0	0.001278	0	0.001278	0	0.002546	0	-0.001269	0	0.001842	0	0
2017	11	Ebookers CH	Package	Merchant	DestSvc	Online	NA	NA	0.00312	0	0.013697	0	0.001278	0	0.001278	0	0.002546	0	-0.001269	0	0.001842	0	0
2017	11	Ebookers CH	Package	Merchant	Insurance	Offline	NA	NA	0.002326	0	0.011836	0	0.002546	0	0.002546	0	0.002546	0	0	0	-0.000221	0	0
2017	11	Ebookers CH	Package	Merchant	Insurance	Online	NA	NA	0.002326	0	0.011836	0	0.002546	0	0.002546	0	0.002546	0	0	0	-0.000221	0	0
2017	11	Ebookers CH	Package	Merchant	Lodging	Offline	NA	NA	0.004576	0	0.013449	0	0.001278	0	0.001278	0	0.002546	0	-0.001269	0	0.001549	0	0
2017	11	Ebookers CH	Package	Merchant	Lodging	Online	NA	NA	0.004576	0	0.013449	0	0.001278	0	0.001278	0	0.002546	0	-0.001269	0	0.001549	0	0
2017	11	Ebookers CH	Standalone	Agency	Car	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	11	Ebookers CH	Standalone	Agency	Car	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	11	Ebookers CH	Standalone	Agency	Cruise	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	11	Ebookers CH	Standalone	Agency	Cruise	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	11	Ebookers CH	Standalone	Agency	Lodging	Offline	NA	NA	0	0	0.006962	0	0.001469	0	0.001469	0	0.002728	0	-0.001259	0	0	0	0
2017	11	Ebookers CH	Standalone	Agency	Lodging	Online	NA	NA	0	0	0.006962	0	0.001469	0	0.001469	0	0.002728	0	-0.001259	0	0	0	0
2017	11	Ebookers CH	Standalone	Direct Agency	Lodging	Offline	NA	NA	0.002544	0	0.006962	0	0.001469	0	0.001469	0	0.002728	0	-0.001259	0	0.001075	0	0
2017	11	Ebookers CH	Standalone	Direct Agency	Lodging	Online	NA	NA	0.002544	0	0.006962	0	0.001469	0	0.001469	0	0.002728	0	-0.001259	0	0.001075	0	0
2017	11	Ebookers CH	Standalone	Merchant	Car	Offline	NA	NA	0.050371	0	0.023314	0	-0.000629	0	-0.000629	0	0.000807	0	-0.001436	0	0.051	0	0
2017	11	Ebookers CH	Standalone	Merchant	Car	Online	NA	NA	0.050371	0	0.023314	0	-0.000629	0	-0.000629	0	0.000807	0	-0.001436	0	0.051	0	0
2017	11	Ebookers CH	Standalone	Merchant	DestSvc	Offline	NA	NA	-0.048349	0	0.055993	0	-0.00064	0	-0.00064	0	0	0	-0.00064	0	-0.04771	0	0
2017	11	Ebookers CH	Standalone	Merchant	DestSvc	Online	NA	NA	-0.048349	0	0.055993	0	-0.00064	0	-0.00064	0	0	0	-0.00064	0	-0.04771	0	0
2017	11	Ebookers CH	Standalone	Merchant	Insurance	Offline	NA	NA	-0.001019	0	0.020398	0	-0.000783	0	-0.000783	0	0	0	-0.000783	0	-0.000236	0	0
2017	11	Ebookers CH	Standalone	Merchant	Insurance	Online	NA	NA	-0.001019	0	0.020398	0	-0.000783	0	-0.000783	0	0	0	-0.000783	0	-0.000236	0	0
2017	11	Ebookers CH	Standalone	Merchant	Lodging	Offline	NA	NA	0.014243	0	0.011701	0	0.001469	0	0.001469	0	0.002728	0	-0.001259	0	0.011978	0	0
2017	11	Ebookers CH	Standalone	Merchant	Lodging	Online	NA	NA	0.014243	0	0.011701	0	0.001469	0	0.001469	0	0.002728	0	-0.001259	0	0.011978	0	0
2017	12	Ebookers CH	Package	Merchant	Car	Offline	NA	NA	0.007927	0	0.001622	0	0.001278	0	0.001278	0	0.002546	0	-0.001269	0	0.00665	0	0
2017	12	Ebookers CH	Package	Merchant	Car	Online	NA	NA	0.007927	0	0.001622	0	0.001278	0	0.001278	0	0.002546	0	-0.001269	0	0.00665	0	0
2017	12	Ebookers CH	Package	Merchant	DestSvc	Offline	NA	NA	0.003181	0	0.01575	0	0.001278	0	0.001278	0	0.002546	0	-0.001269	0	0.001904	0	0
2017	12	Ebookers CH	Package	Merchant	DestSvc	Online	NA	NA	0.003181	0	0.01575	0	0.001278	0	0.001278	0	0.002546	0	-0.001269	0	0.001904	0	0
2017	12	Ebookers CH	Package	Merchant	Insurance	Offline	NA	NA	0.002326	0	0.013139	0	0.002546	0	0.002546	0	0.002546	0	0	0	-0.000221	0	0
2017	12	Ebookers CH	Package	Merchant	Insurance	Online	NA	NA	0.002326	0	0.013139	0	0.002546	0	0.002546	0	0.002546	0	0	0	-0.000221	0	0
2017	12	Ebookers CH	Package	Merchant	Lodging	Offline	NA	NA	0.004576	0	0.014819	0	0.001278	0	0.001278	0	0.002546	0	-0.001269	0	0.001549	0	0
2017	12	Ebookers CH	Package	Merchant	Lodging	Online	NA	NA	0.004576	0	0.014819	0	0.001278	0	0.001278	0	0.002546	0	-0.001269	0	0.001549	0	0
2017	12	Ebookers CH	Standalone	Agency	Car	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	12	Ebookers CH	Standalone	Agency	Car	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	12	Ebookers CH	Standalone	Agency	Cruise	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	12	Ebookers CH	Standalone	Agency	Cruise	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	12	Ebookers CH	Standalone	Agency	Lodging	Offline	NA	NA	0	0	0.007509	0	0.001469	0	0.001469	0	0.002728	0	-0.001259	0	0	0	0
2017	12	Ebookers CH	Standalone	Agency	Lodging	Online	NA	NA	0	0	0.007509	0	0.001469	0	0.001469	0	0.002728	0	-0.001259	0	0	0	0
2017	12	Ebookers CH	Standalone	Direct Agency	Lodging	Offline	NA	NA	0.002544	0	0.007509	0	0.001469	0	0.001469	0	0.002728	0	-0.001259	0	0.001075	0	0
2017	12	Ebookers CH	Standalone	Direct Agency	Lodging	Online	NA	NA	0.002544	0	0.007509	0	0.001469	0	0.001469	0	0.002728	0	-0.001259	0	0.001075	0	0
2017	12	Ebookers CH	Standalone	Merchant	Car	Offline	NA	NA	0.050371	0	0.025557	0	-0.000629	0	-0.000629	0	0.000807	0	-0.001436	0	0.051	0	0
2017	12	Ebookers CH	Standalone	Merchant	Car	Online	NA	NA	0.050371	0	0.025557	0	-0.000629	0	-0.000629	0	0.000807	0	-0.001436	0	0.051	0	0
2017	12	Ebookers CH	Standalone	Merchant	DestSvc	Offline	NA	NA	-0.050127	0	0.043997	0	-0.00064	0	-0.00064	0	0	0	-0.00064	0	-0.049488	0	0
2017	12	Ebookers CH	Standalone	Merchant	DestSvc	Online	NA	NA	-0.050127	0	0.043997	0	-0.00064	0	-0.00064	0	0	0	-0.00064	0	-0.049488	0	0
2017	12	Ebookers CH	Standalone	Merchant	Insurance	Offline	NA	NA	-0.001019	0	0.02241	0	-0.000783	0	-0.000783	0	0	0	-0.000783	0	-0.000236	0	0
2017	12	Ebookers CH	Standalone	Merchant	Insurance	Online	NA	NA	-0.001019	0	0.02241	0	-0.000783	0	-0.000783	0	0	0	-0.000783	0	-0.000236	0	0
2017	12	Ebookers CH	Standalone	Merchant	Lodging	Offline	NA	NA	0.014243	0	0.013856	0	0.001469	0	0.001469	0	0.002728	0	-0.001259	0	0.011978	0	0
2017	12	Ebookers CH	Standalone	Merchant	Lodging	Online	NA	NA	0.014243	0	0.013856	0	0.001469	0	0.001469	0	0.002728	0	-0.001259	0	0.011978	0	0
2017	10	Ebookers DE	Package	Merchant	Car	Offline	NA	NA	0.002838	0	0	0	0.000605	0	0.000605	0	0.003241	0	-0.002635	0	0.002233	0	0
2017	10	Ebookers DE	Package	Merchant	Car	Online	NA	NA	0.002838	0	0	0	0.000605	0	0.000605	0	0.003241	0	-0.002635	0	0.002233	0	0
2017	10	Ebookers DE	Package	Merchant	DestSvc	Offline	NA	NA	0.0006	0	0.008699	0	0.000605	0	0.000605	0	0.003241	0	-0.002635	0	-0.000005	0	0
2017	10	Ebookers DE	Package	Merchant	DestSvc	Online	NA	NA	0.0006	0	0.008699	0	0.000605	0	0.000605	0	0.003241	0	-0.002635	0	-0.000005	0	0
2017	10	Ebookers DE	Package	Merchant	Insurance	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	10	Ebookers DE	Package	Merchant	Insurance	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	10	Ebookers DE	Package	Merchant	Lodging	Offline	NA	NA	0.002949	0	0.010249	0	0.000605	0	0.000605	0	0.003241	0	-0.002635	0	0.000355	0	0
2017	10	Ebookers DE	Package	Merchant	Lodging	Online	NA	NA	0.002949	0	0.010249	0	0.000605	0	0.000605	0	0.003241	0	-0.002635	0	0.000355	0	0
2017	10	Ebookers DE	Standalone	Agency	Car	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	10	Ebookers DE	Standalone	Agency	Car	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	10	Ebookers DE	Standalone	Agency	Cruise	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	10	Ebookers DE	Standalone	Agency	Cruise	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	10	Ebookers DE	Standalone	Agency	Lodging	Offline	NA	NA	0	0	0.017621	0	-0.000006	0	-0.000006	0	0.003726	0	-0.003733	0	0	0	0
2017	10	Ebookers DE	Standalone	Agency	Lodging	Online	NA	NA	0	0	0.017621	0	-0.000006	0	-0.000006	0	0.003726	0	-0.003733	0	0	0	0
2017	10	Ebookers DE	Standalone	Direct Agency	Lodging	Offline	NA	NA	0.002639	0	0.017621	0	-0.000006	0	-0.000006	0	0.003726	0	-0.003733	0	0.002645	0	0
2017	10	Ebookers DE	Standalone	Direct Agency	Lodging	Online	NA	NA	0.002639	0	0.017621	0	-0.000006	0	-0.000006	0	0.003726	0	-0.003733	0	0.002645	0	0
2017	10	Ebookers DE	Standalone	Merchant	Car	Offline	NA	NA	0.048002	0	0.03521	0	0.000211	0	0.000211	0	0.00244	0	-0.002229	0	0.04779	0	0
2017	10	Ebookers DE	Standalone	Merchant	Car	Online	NA	NA	0.048002	0	0.03521	0	0.000211	0	0.000211	0	0.00244	0	-0.002229	0	0.04779	0	0
2017	10	Ebookers DE	Standalone	Merchant	DestSvc	Offline	NA	NA	-0.050613	0	0.108678	0	-0.002798	0	-0.002798	0	0	0	-0.002798	0	-0.047815	0	0
2017	10	Ebookers DE	Standalone	Merchant	DestSvc	Online	NA	NA	-0.050613	0	0.108678	0	-0.002798	0	-0.002798	0	0	0	-0.002798	0	-0.047815	0	0
2017	10	Ebookers DE	Standalone	Merchant	Insurance	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	-0.000239	0	0	0	0
2017	10	Ebookers DE	Standalone	Merchant	Insurance	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	-0.000239	0	0	0	0
2017	10	Ebookers DE	Standalone	Merchant	Lodging	Offline	NA	NA	0.010027	0	0.011087	0	-0.000006	0	-0.000006	0	0.003726	0	-0.003733	0	0.008295	0	0
2017	10	Ebookers DE	Standalone	Merchant	Lodging	Online	NA	NA	0.010027	0	0.011087	0	-0.000006	0	-0.000006	0	0.003726	0	-0.003733	0	0.008295	0	0
2017	11	Ebookers DE	Package	Merchant	Car	Offline	NA	NA	0.002838	0	0.001841	0	0.000605	0	0.000605	0	0.003241	0	-0.002635	0	0.002233	0	0
2017	11	Ebookers DE	Package	Merchant	Car	Online	NA	NA	0.002838	0	0.001841	0	0.000605	0	0.000605	0	0.003241	0	-0.002635	0	0.002233	0	0
2017	11	Ebookers DE	Package	Merchant	DestSvc	Offline	NA	NA	0.000601	0	0.011624	0	0.000605	0	0.000605	0	0.003241	0	-0.002635	0	-0.000005	0	0
2017	11	Ebookers DE	Package	Merchant	DestSvc	Online	NA	NA	0.000601	0	0.011624	0	0.000605	0	0.000605	0	0.003241	0	-0.002635	0	-0.000005	0	0
2017	11	Ebookers DE	Package	Merchant	Insurance	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	11	Ebookers DE	Package	Merchant	Insurance	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	11	Ebookers DE	Package	Merchant	Lodging	Offline	NA	NA	0.002949	0	0.012485	0	0.000605	0	0.000605	0	0.003241	0	-0.002635	0	0.000355	0	0
2017	11	Ebookers DE	Package	Merchant	Lodging	Online	NA	NA	0.002949	0	0.012485	0	0.000605	0	0.000605	0	0.003241	0	-0.002635	0	0.000355	0	0
2017	11	Ebookers DE	Standalone	Agency	Car	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	11	Ebookers DE	Standalone	Agency	Car	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	11	Ebookers DE	Standalone	Agency	Cruise	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	11	Ebookers DE	Standalone	Agency	Cruise	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	11	Ebookers DE	Standalone	Agency	Lodging	Offline	NA	NA	0	0	0.017737	0	-0.000006	0	-0.000006	0	0.003726	0	-0.003733	0	0	0	0
2017	11	Ebookers DE	Standalone	Agency	Lodging	Online	NA	NA	0	0	0.017737	0	-0.000006	0	-0.000006	0	0.003726	0	-0.003733	0	0	0	0
2017	11	Ebookers DE	Standalone	Direct Agency	Lodging	Offline	NA	NA	0.002639	0	0.017737	0	-0.000006	0	-0.000006	0	0.003726	0	-0.003733	0	0.002645	0	0
2017	11	Ebookers DE	Standalone	Direct Agency	Lodging	Online	NA	NA	0.002639	0	0.017737	0	-0.000006	0	-0.000006	0	0.003726	0	-0.003733	0	0.002645	0	0
2017	11	Ebookers DE	Standalone	Merchant	Car	Offline	NA	NA	0.048002	0	0.036218	0	0.000211	0	0.000211	0	0.00244	0	-0.002229	0	0.04779	0	0
2017	11	Ebookers DE	Standalone	Merchant	Car	Online	NA	NA	0.048002	0	0.036218	0	0.000211	0	0.000211	0	0.00244	0	-0.002229	0	0.04779	0	0
2017	11	Ebookers DE	Standalone	Merchant	DestSvc	Offline	NA	NA	-0.050238	0	0.129165	0	-0.002798	0	-0.002798	0	0	0	-0.002798	0	-0.04744	0	0
2017	11	Ebookers DE	Standalone	Merchant	DestSvc	Online	NA	NA	-0.050238	0	0.129165	0	-0.002798	0	-0.002798	0	0	0	-0.002798	0	-0.04744	0	0
2017	11	Ebookers DE	Standalone	Merchant	Insurance	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	-0.000239	0	0	0	0
2017	11	Ebookers DE	Standalone	Merchant	Insurance	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	-0.000239	0	0	0	0
2017	11	Ebookers DE	Standalone	Merchant	Lodging	Offline	NA	NA	0.010027	0	0.014377	0	-0.000006	0	-0.000006	0	0.003726	0	-0.003733	0	0.008295	0	0
2017	11	Ebookers DE	Standalone	Merchant	Lodging	Online	NA	NA	0.010027	0	0.014377	0	-0.000006	0	-0.000006	0	0.003726	0	-0.003733	0	0.008295	0	0
2017	12	Ebookers DE	Package	Merchant	Car	Offline	NA	NA	0.002838	0	0.001672	0	0.000605	0	0.000605	0	0.003241	0	-0.002635	0	0.002233	0	0
2017	12	Ebookers DE	Package	Merchant	Car	Online	NA	NA	0.002838	0	0.001672	0	0.000605	0	0.000605	0	0.003241	0	-0.002635	0	0.002233	0	0
2017	12	Ebookers DE	Package	Merchant	DestSvc	Offline	NA	NA	0.000601	0	0.013007	0	0.000605	0	0.000605	0	0.003241	0	-0.002635	0	-0.000005	0	0
2017	12	Ebookers DE	Package	Merchant	DestSvc	Online	NA	NA	0.000601	0	0.013007	0	0.000605	0	0.000605	0	0.003241	0	-0.002635	0	-0.000005	0	0
2017	12	Ebookers DE	Package	Merchant	Insurance	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	12	Ebookers DE	Package	Merchant	Insurance	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	12	Ebookers DE	Package	Merchant	Lodging	Offline	NA	NA	0.002949	0	0.013974	0	0.000605	0	0.000605	0	0.003241	0	-0.002635	0	0.000355	0	0
2017	12	Ebookers DE	Package	Merchant	Lodging	Online	NA	NA	0.002949	0	0.013974	0	0.000605	0	0.000605	0	0.003241	0	-0.002635	0	0.000355	0	0
2017	12	Ebookers DE	Standalone	Agency	Car	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	12	Ebookers DE	Standalone	Agency	Car	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	12	Ebookers DE	Standalone	Agency	Cruise	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	12	Ebookers DE	Standalone	Agency	Cruise	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	12	Ebookers DE	Standalone	Agency	Lodging	Offline	NA	NA	0	0	0.018548	0	-0.000006	0	-0.000006	0	0.003726	0	-0.003733	0	0	0	0
2017	12	Ebookers DE	Standalone	Agency	Lodging	Online	NA	NA	0	0	0.018548	0	-0.000006	0	-0.000006	0	0.003726	0	-0.003733	0	0	0	0
2017	12	Ebookers DE	Standalone	Direct Agency	Lodging	Offline	NA	NA	0.002639	0	0.018548	0	-0.000006	0	-0.000006	0	0.003726	0	-0.003733	0	0.002645	0	0
2017	12	Ebookers DE	Standalone	Direct Agency	Lodging	Online	NA	NA	0.002639	0	0.018548	0	-0.000006	0	-0.000006	0	0.003726	0	-0.003733	0	0.002645	0	0
2017	12	Ebookers DE	Standalone	Merchant	Car	Offline	NA	NA	0.048002	0	0.034387	0	0.000211	0	0.000211	0	0.00244	0	-0.002229	0	0.04779	0	0
2017	12	Ebookers DE	Standalone	Merchant	Car	Online	NA	NA	0.048002	0	0.034387	0	0.000211	0	0.000211	0	0.00244	0	-0.002229	0	0.04779	0	0
2017	12	Ebookers DE	Standalone	Merchant	DestSvc	Offline	NA	NA	-0.051139	0	0.075995	0	-0.002798	0	-0.002798	0	0	0	-0.002798	0	-0.048341	0	0
2017	12	Ebookers DE	Standalone	Merchant	DestSvc	Online	NA	NA	-0.051139	0	0.075995	0	-0.002798	0	-0.002798	0	0	0	-0.002798	0	-0.048341	0	0
2017	12	Ebookers DE	Standalone	Merchant	Insurance	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	-0.000239	0	0	0	0
2017	12	Ebookers DE	Standalone	Merchant	Insurance	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	-0.000239	0	0	0	0
2017	12	Ebookers DE	Standalone	Merchant	Lodging	Offline	NA	NA	0.010027	0	0.016151	0	-0.000006	0	-0.000006	0	0.003726	0	-0.003733	0	0.008295	0	0
2017	12	Ebookers DE	Standalone	Merchant	Lodging	Online	NA	NA	0.010027	0	0.016151	0	-0.000006	0	-0.000006	0	0.003726	0	-0.003733	0	0.008295	0	0
2017	10	Ebookers FI	Package	Merchant	Car	Offline	NA	NA	0.00593	0	0	0	0.000249	0	0.000249	0	0.002036	0	-0.001787	0	0.005681	0	0
2017	10	Ebookers FI	Package	Merchant	Car	Online	NA	NA	0.00593	0	0	0	0.000249	0	0.000249	0	0.002036	0	-0.001787	0	0.005681	0	0
2017	10	Ebookers FI	Package	Merchant	DestSvc	Offline	NA	NA	0.000758	0	0.007901	0	0.000249	0	0.000249	0	0.002036	0	-0.001787	0	0.000509	0	0
2017	10	Ebookers FI	Package	Merchant	DestSvc	Online	NA	NA	0.000758	0	0.007901	0	0.000249	0	0.000249	0	0.002036	0	-0.001787	0	0.000509	0	0
2017	10	Ebookers FI	Package	Merchant	Insurance	Offline	NA	NA	0.001579	0	0.005319	0	0.002036	0	0.002036	0	0.002036	0	0	0	-0.000457	0	0
2017	10	Ebookers FI	Package	Merchant	Insurance	Online	NA	NA	0.001579	0	0.005319	0	0.002036	0	0.002036	0	0.002036	0	0	0	-0.000457	0	0
2017	10	Ebookers FI	Package	Merchant	Lodging	Offline	NA	NA	0.003328	0	0.010387	0	0.000249	0	0.000249	0	0.002036	0	-0.001787	0	0.001981	0	0
2017	10	Ebookers FI	Package	Merchant	Lodging	Online	NA	NA	0.003328	0	0.010387	0	0.000249	0	0.000249	0	0.002036	0	-0.001787	0	0.001981	0	0
2017	10	Ebookers FI	Standalone	Agency	Car	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	10	Ebookers FI	Standalone	Agency	Car	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	10	Ebookers FI	Standalone	Agency	Cruise	Offline	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	10	Ebookers FI	Standalone	Agency	Cruise	Online	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	10	Ebookers FI	Standalone	Agency	Lodging	Offline	NA	NA	0	0	0.012865	0	0.000044	0	0.000044	0	0.001916	0	-0.001872	0	0	0	0
2017	10	Ebookers FI	Standalone	Agency	Lodging	Online	NA	NA	0	0	0.012865	0	0.000044	0	0.000044	0	0.001916	0	-0.001872	0	0	0	0
2017	10	Ebookers FI	Standalone	Direct Agency	Lodging	Offline	NA	NA	0.001072	0	0.012865	0	0.000044	0	0.000044	0	0.001916	0	-0.001872	0	0.001028	0	0
2017	10	Ebookers FI	Standalone	Direct Agency	Lodging	Online	NA	NA	0.001072	0	0.012865	0	0.000044	0	0.000044	0	0.001916	0	-0.001872	0	0.001028	0	0
2017	10	Ebookers FI	Standalone	Merchant	Car	Offline	NA	NA	0.051336	0	0.02883	0	-0.001607	0	-0.001607	0	0.000293	0	-0.0019	0	0.052943	0	0
2017	10	Ebookers FI	Standalone	Merchant	Car	Online	NA	NA	0.051336	0	0.02883	0	-0.001607	0	-0.001607	0	0.000293	0	-0.0019	0	0.052943	0	0
2017	10	Ebookers FI	Standalone	Merchant	DestSvc	Offline	NA	NA	-0.179221	0	0.100247	0	-0.001324	0	-0.001324	0	0	0	-0.001324	0	-0.177897	0	0
2017	10	Ebookers FI	Standalone	Merchant	DestSvc	Online	NA	NA	-0.179221	0	0.100247	0	-0.001324	0	-0.001324	0	0	0	-0.001324	0	-0.177897	0	0
2017	10	Ebookers FI	Standalone	Merchant	Insurance	Offline	NA	NA	-0.002909	0	0.02649	0	-0.00271	0	-0.00271	0	0	0	-0.00271	0	-0.000199	0	0
